,Project ID,Status,Line Items (Top-Level Only),Quantity
888,218743074,Contract Signed,Medium Brass Candlesticks,25
888,218743074,Contract Signed,Small Brass Candlesticks,25
888,218743074,Contract Signed,Maintenance Fee,1
889,228429769,Lost,Vineyard Chair,32
889,228429769,Lost,Vineyard Chair Cushions,32
889,228429769,Lost,Maintenance Fee,1
890,228342872,Lost,Colleen Copper Arch,1
890,228342872,Lost,Pablo Barrel Bar,1
890,228342872,Lost,Octavius Candelabras,2
890,228342872,Lost,Amor Sign,1
890,228342872,Lost,Conway Slate Chalkboard Sign,1
890,228342872,Lost,Diseno Chalkboard,1
890,228342872,Lost,White Lanterns,8
890,228342872,Lost,Cassidy Lanterns,10
890,228342872,Lost,Maintenance Fee,1
890,228342872,Lost,Carry In/Carry Out Service Fee,2
891,228280970,Lost,Nasrina Double Peacock Throne Chair,1
891,228280970,Lost,Maintenance Fee,1
891,228280970,Lost,Carry In/Carry Out Service Fee,2
892,228395047,Contract Signed,Natalia Sofa,1
892,228395047,Contract Signed,Divani Sofa,1
892,228395047,Contract Signed,Noema Settee,1
892,228395047,Contract Signed,Kelly Settee,1
892,228395047,Contract Signed,Raquel Settee,1
892,228395047,Contract Signed,Dansa Chair,2
892,228395047,Contract Signed,Amini Chair,2
892,228395047,Contract Signed,Louis French Chair,4
892,228395047,Contract Signed,Louis Bench,1
892,228395047,Contract Signed,Gia Coffee Table,2
892,228395047,Contract Signed,Walker Coffee Table,1
892,228395047,Contract Signed,Frida Coffee Table,1
892,228395047,Contract Signed,Tasmin Coffee Table,1
892,228395047,Contract Signed,Leila Coffee Table,1
892,228395047,Contract Signed,Juno Side Table,2
892,228395047,Contract Signed,Aston Side Table Set,1
892,228395047,Contract Signed,Maintenance Fee,1
892,228395047,Contract Signed,After Hours Fee,1
893,228412994,Lost,Olive Mismatched Goblets,100
893,228412994,Lost,Maintenance Fee,1
894,214674889,Contract Signed,Louis French Chair,220
894,214674889,Contract Signed,Maintenance Fee,1
894,214674889,Contract Signed,Setup/Teardown Service Fee,2
894,214674889,Contract Signed,After Hours Fee,1
895,228265015,Contract Signed,Sterling Sofa,1
895,228265015,Contract Signed,Cerise Settee,1
895,228265015,Contract Signed,NORA CHAIR,2
895,228265015,Contract Signed,Brugge Coffee Table,1
895,228265015,Contract Signed,Maintenance Fee,1
895,228265015,Contract Signed,Carry In/Carry Out Service Fee,2
896,228478072,Lost,Vineyard Chair,130
896,228478072,Lost,Vineyard Chair Cushions,130
896,228478072,Lost,Maintenance Fee,1
896,228478072,Lost,Setup/Teardown Service Fee,2
896,228478072,Lost,After Hours Fee,1
897,228345065,Lost,Thea Triangle Arch,1
897,228345065,Lost,Diani Diamond Backdrop,1
897,228345065,Lost,Colleen Copper Arch,1
897,228345065,Lost,Maintenance Fee,1
897,228345065,Lost,Setup/Teardown Service Fee,2
898,218327777,Contract Signed,Artemisia Doors,1
898,218327777,Contract Signed,Amber Mismatched Goblets,18
898,218327777,Contract Signed,White Lanterns,9
898,218327777,Contract Signed,Clear Cylinder Votive Holders (set of 3),8
898,218327777,Contract Signed,Gold Votives,73
898,218327777,Contract Signed,Maintenance Fee,1
898,218327777,Contract Signed,Setup/Teardown Service Fee,2
899,228225487,Contract Signed,Belle Sofa,1
899,228225487,Contract Signed,Swansong Sofa,1
899,228225487,Contract Signed,Vermeer Sofa,1
899,228225487,Contract Signed,Lamere Settee,1
899,228225487,Contract Signed,Piaf Settee,1
899,228225487,Contract Signed,Maintenance Fee,1
900,228509237,Contract Signed,Magnus Backdrop,1
901,228452879,Contract Signed,Vintage Barrels,6
901,228452879,Contract Signed,Maintenance Fee,1
902,228353398,Contract Signed,Octavius Candelabras,2
902,228353398,Contract Signed,Giant Gold Pillar Candle Candlesticks,8
902,228353398,Contract Signed,Greyjoy Candelabras,8
902,228353398,Contract Signed,Vanderbilt Candelabras,2
902,228353398,Contract Signed,Silver Candlesticks,30
902,228353398,Contract Signed,Aberdine Chalkboard,1
902,228353398,Contract Signed,Diseno Chalkboard,1
902,228353398,Contract Signed,Rosy Chalkboard,1
902,228353398,Contract Signed,Ivory Adjustable Floor Easel,2
902,228353398,Contract Signed,Black Floor Easel,1
902,228353398,Contract Signed,Maintenance Fee,1
903,228263047,Lost,North Star Sofa,1
903,228263047,Lost,Secoy Chair,2
903,228263047,Lost,Bobbi Console Table,1
903,228263047,Lost,Maintenance Fee,1
904,228277868,Lost,Teal Goblets,174
904,228277868,Lost,Maintenance Fee,1
905,228285489,Lost,Blush Pink Goblets,175
905,228285489,Lost,Vintage Books,100
905,228285489,Lost,Maintenance Fee,1
906,228268105,Lost,Vintage Mismatched China Dinner Plates,225
906,228268105,Lost,Vintage Mismatched China Salad Plates,225
906,228268105,Lost,Vintage Mismatched China Dessert Plates,225
906,228268105,Lost,Maintenance Fee,1
907,174466046,Lost,Noema Settee,1
907,174466046,Lost,Tunda Chair,2
907,174466046,Lost,Louis Bench,1
907,174466046,Lost,Frida Coffee Table,1
907,174466046,Lost,Litton Rug,1
908,228388215,Contract Signed,Kingston Sweetheart Farm Table,1
908,228388215,Contract Signed,Ramia Sofa,1
908,228388215,Contract Signed,Avianna Sofa,1
908,228388215,Contract Signed,Theo Sofa,1
908,228388215,Contract Signed,Nasrina Double Peacock Throne Chair,1
908,228388215,Contract Signed,Orbi Settee,1
908,228388215,Contract Signed,Daniela Peacock Chairs - Set of 2,1
908,228388215,Contract Signed,Andie Chair,2
908,228388215,Contract Signed,Portia Chair,2
908,228388215,Contract Signed,Rani Chair,1
908,228388215,Contract Signed,Acapulco Chair,1
908,228388215,Contract Signed,Whitman Coffee Table,1
908,228388215,Contract Signed,Ganzi Coffee Table,1
908,228388215,Contract Signed,Allura Coffee Table,1
908,228388215,Contract Signed,Anay Rattan Coffee Table,1
908,228388215,Contract Signed,Anay Rattan Side Table,1
908,228388215,Contract Signed,Ganzi Side Table,1
908,228388215,Contract Signed,Belista Side Table,1
908,228388215,Contract Signed,Stevie Side Table,1
908,228388215,Contract Signed,Finchley Leather Ottoman,1
908,228388215,Contract Signed,Aubree Macrame Pouf,1
908,228388215,Contract Signed,Sonoma Rug,1
908,228388215,Contract Signed,Tracy Rug,1
908,228388215,Contract Signed,Monaco Rug,1
908,228388215,Contract Signed,Melina Rug,1
908,228388215,Contract Signed,Rankin Pillow,2
908,228388215,Contract Signed,Susanna Pillow,2
908,228388215,Contract Signed,Ewin Round Pillow,1
908,228388215,Contract Signed,Tiago Round Pillow,1
908,228388215,Contract Signed,Jace Pillow,1
908,228388215,Contract Signed,Dakota Pillow,1
908,228388215,Contract Signed,Maxton Pillow,1
908,228388215,Contract Signed,Loretta Pillow,1
908,228388215,Contract Signed,Brisa Pillow,1
908,228388215,Contract Signed,Maintenance Fee,1
908,228388215,Contract Signed,Setup/Teardown Service Fee,2
909,228482970,Lost,Rani Chair,1
909,228482970,Lost,Amura Retro Chair,1
909,228482970,Lost,Ganzi Coffee Table,1
909,228482970,Lost,Eaton Cocktail Table,1
909,228482970,Lost,Natalia Sofa,1
909,228482970,Lost,Peacock Chair,1
909,228482970,Lost,Aria Sofa,2
909,228482970,Lost,Carson Chair,2
909,228482970,Lost,Baldwin Chair,1
909,228482970,Lost,Oxford Chair,1
909,228482970,Lost,Avalon Sofa,2
909,228482970,Lost,Selena Chair,2
909,228482970,Lost,Cindy Sectional,1
909,228482970,Lost,Hollywood Sofa,1
909,228482970,Lost,Garrett Chair,2
909,228482970,Lost,Kiana Sofa,2
909,228482970,Lost,Sherpa Chair,2
909,228482970,Lost,Lepape Sofa,1
909,228482970,Lost,Safiya Chair,2
909,228482970,Lost,Marilyn Sofa,1
909,228482970,Lost,Liliac Sofa,1
909,228482970,Lost,Kori Swivel Barrel Chair,2
909,228482970,Lost,Finley Chair,2
909,228482970,Lost,Maintenance Fee,1
909,228482970,Lost,Setup/Teardown Service Fee,8
909,228482970,Lost,Setup/Teardown Service Fee,8
909,228482970,Lost,After Hours Fee,1
910,228506931,Contract Signed,Vonnegut Sofa,1
910,228506931,Contract Signed,Danube Rug,1
910,228506931,Contract Signed,Smoky Rug,1
910,228506931,Contract Signed,Quentin Sofa,1
910,228506931,Contract Signed,Maintenance Fee,1
910,228506931,Contract Signed,Rush Order Fee,1
911,228417544,Contract Signed,Vineyard Chair,231
911,228417544,Contract Signed,Maintenance Fee,1
912,225360568,Lost,Quentin Sofa,1
912,225360568,Lost,Ingrid Settee,1
912,225360568,Lost,Bromelia Rug,1
912,225360568,Lost,Berry Rug,1
912,225360568,Lost,Orbis Lanterns,24
912,225360568,Lost,Maintenance Fee,1
912,225360568,Lost,Carry In/Carry Out Service Fee,2
913,228438279,Contract Signed,North Star Sofa,1
913,228438279,Contract Signed,Chione Sofa,1
913,228438279,Contract Signed,Joliet Chair,1
913,228438279,Contract Signed,Amini Chair,1
913,228438279,Contract Signed,Maintenance Fee,1
914,228477575,Lost,Genevieve Geometric Arch,1
914,228477575,Lost,Maintenance Fee,1
914,228477575,Lost,Setup/Teardown Service Fee,2
915,228489511,Contract Signed,Olive Mismatched Goblets,110
915,228489511,Contract Signed,Maintenance Fee,1
915,228489511,Contract Signed,Carry In/Carry Out Service Fee,3
915,228489511,Contract Signed,Broken Olive Green Goblet,1
916,228194596,Contract Signed,Emmit Sweetheart Table,1
916,228194596,Contract Signed,Theo Sofa,1
916,228194596,Contract Signed,Clement Chair,2
916,228194596,Contract Signed,Frida Coffee Table,1
916,228194596,Contract Signed,Aston Side Table Set,1
916,228194596,Contract Signed,Maintenance Fee,1
917,222105806,Contract Signed,Mara Rug,1
917,222105806,Contract Signed,Savannah Rug,1
917,222105806,Contract Signed,Collina Rug,1
917,222105806,Contract Signed,Layla Rug,1
917,222105806,Contract Signed,Sultanabad Rug,1
917,222105806,Contract Signed,Sonoma Rug,1
917,222105806,Contract Signed,Amber Cake Stand,1
917,222105806,Contract Signed,Maintenance Fee,1
918,228405859,Contract Signed,Noema Settee,1
918,228405859,Contract Signed,Tunda Chair,2
918,228405859,Contract Signed,Brugge Coffee Table,1
918,228405859,Contract Signed,Maintenance Fee,1
918,228405859,Contract Signed,Reggie Sofa,2
918,228405859,Contract Signed,Arlington Coffee Table,1
918,228405859,Contract Signed,Maintenance Fee,1
918,228405859,Contract Signed,Carry In AND Carry Out Service Fee,2
919,228260246,Contract Signed,Charleston Farm Table,3
919,228260246,Contract Signed,Vineyard Chair,18
919,228260246,Contract Signed,Vineyard Chair Cushions,18
919,228260246,Contract Signed,Maintenance Fee,1
920,228371619,Lost,Vineyard Chair,80
920,228371619,Lost,Vineyard Chair Cushions,80
920,228371619,Lost,Raquel Settee,1
920,228371619,Lost,Maintenance Fee,1
921,228401969,Lost,Milk Glass Vases,59
921,228401969,Lost,Mismatched Clear Glass Vases,59
921,228401969,Lost,Maintenance Fee,1
922,228317270,Lost,Modern White Wire Metal Chair,200
922,228317270,Lost,Ghost Chair,200
922,228317270,Lost,Ceil Chair,200
922,228317270,Lost,Blush Pink Goblets,200
922,228317270,Lost,Maintenance Fee,1
922,228317270,Lost,Carry In/Carry Out Service Fee,2
923,228325257,Lost,Louis French Chair,220
923,228325257,Lost,Maintenance Fee,1
924,228409088,Contract Signed,Divani Sofa,1
924,228409088,Contract Signed,Peacock Chair,1
924,228409088,Contract Signed,Baldwin Chair,1
924,228409088,Contract Signed,Louis Bench,1
924,228409088,Contract Signed,Draper Bar Cart,1
924,228409088,Contract Signed,Anay Rattan Coffee Table,1
924,228409088,Contract Signed,Anay Rattan Side Table,1
924,228409088,Contract Signed,Hathaway Rug,1
924,228409088,Contract Signed,Jace Pillow,2
924,228409088,Contract Signed,Dakota Pillow,1
924,228409088,Contract Signed,Maintenance Fee,1
924,228409088,Contract Signed,After Hours Fee,1
925,228499060,Contract Signed,Avianna Settee,1
925,228499060,Contract Signed,Dansa Chair,2
925,228499060,Contract Signed,Walker Coffee Table,1
925,228499060,Contract Signed,Juno Side Table,1
925,228499060,Contract Signed,Maintenance Fee,1
925,228499060,Contract Signed,Setup/Teardown Service Fee,2
926,219357933,Lost,Genevieve Geometric Arch,1
926,219357933,Lost,Charleston Farm Table,3
926,219357933,Lost,Vineyard Chair,14
926,219357933,Lost,Vineyard Chair Cushions,14
926,219357933,Lost,Maintenance Fee,1
926,219357933,Lost,Setup/Teardown Service Fee,2
927,228244341,Contract Signed,Kiana Sofa,2
927,228244341,Contract Signed,Mersman Coffee Table,1
927,228244341,Contract Signed,Maintenance Fee,1
928,164161163,Lost,Vineyard Chair,150
928,164161163,Lost,Kingston Farmtable,6
928,164161163,Lost,Swansong Sofa,1
928,164161163,Lost,Esmerelda Chair,1
928,164161163,Lost,Rochelle Chair,1
928,164161163,Lost,UNLISTED TRUNK,1
928,164161163,Lost,Gia Coffee Table,1
928,164161163,Lost,Giselle Nesting Tables,1
928,164161163,Lost,Navy Blue Mismatched Goblets,50
928,164161163,Lost,Purple Goblets,50
928,164161163,Lost,Olive Mismatched Goblets,50
928,164161163,Lost,Large Brass Candlesticks,34
928,164161163,Lost,Medium Brass Candlesticks,34
928,164161163,Lost,Small Brass Candlesticks,34
928,164161163,Lost,UNLISTED SMALL BROWN BOTTLES,20
928,164161163,Lost,Valby Rug,1
928,164161163,Lost,Suja Rug,1
928,164161163,Lost,Melina Rug,1
928,164161163,Lost,Jillian Rug,1
928,164161163,Lost,Skye Rug,1
928,164161163,Lost,Tori Rug,1
928,164161163,Lost,Maintenance Fee,1
929,224226888,Lost,Pablo Barrel Bar,1
929,224226888,Lost,Vintage Barrels,2
929,224226888,Lost,Maintenance Fee,1
929,224226888,Lost,Carry In/Carry Out Service Fee,2
930,228228897,Lost,Fillippa Cake Stands,4
930,228228897,Lost,Dora Cake Stands,3
930,228228897,Lost,Brown Mismatched Goblets,75
930,228228897,Lost,Zora Cake Stands,2
930,228228897,Lost,Kyla Dinner Plates,75
930,228228897,Lost,Maintenance Fee,1
930,228228897,Lost,Maintenance Fee,1
931,126918590,Contract Signed,Majorelle Sofa,1
931,126918590,Contract Signed,Peacock Chairs,1
931,126918590,Contract Signed,Colfax Chair,1
931,126918590,Contract Signed,Allura Coffee Table,1
931,126918590,Contract Signed,Ganzi Side Table,1
931,126918590,Contract Signed,Jensen Side Table,1
931,126918590,Contract Signed,Vintage Barrels,6
931,126918590,Contract Signed,Minette Jars,8
931,126918590,Contract Signed,Maintenance Fee,1
931,126918590,Contract Signed,Setup/Teardown Service Fee,2
932,228407968,Lost,Montmarte Display Cart,1
932,228407968,Lost,Maintenance Fee,1
932,228407968,Lost,Carry In/Carry Out Service Fee,2
933,228489416,Contract Signed,Peacock Chair,1
933,228489416,Contract Signed,Surya Rug,1
933,228489416,Contract Signed,Ewin Round Pillow,1
933,228489416,Contract Signed,Uccello Pillow,1
933,228489416,Contract Signed,Judson Pillow,1
933,228489416,Contract Signed,Bergamo Pillow,1
933,228489416,Contract Signed,Shimmy Pillow,1
933,228489416,Contract Signed,Maintenance Fee,1
934,228231225,Lost,Ghost Chair,15
934,228231225,Lost,Additional Rentals to Meet $200 Minimum,1
934,228231225,Lost,Maintenance Fee,1
935,228215975,Lost,Emmit Hairpin Table,1
935,228215975,Lost,Divani Settee,1
935,228215975,Lost,Maintenance Fee,1
935,228215975,Lost,Emmit Hairpin Table,4
935,228215975,Lost,Ghost Chair,16
935,228215975,Lost,Maintenance Fee,1
935,228215975,Lost,Lowell Black Grid Backdrop,1
935,228215975,Lost,Avalon Sofa,1
935,228215975,Lost,NORA CHAIR,2
935,228215975,Lost,Tala Velvet Ottoman,2
935,228215975,Lost,Maintenance Fee,1
935,228215975,Lost,Lowell Black Grid Backdrop,1
935,228215975,Lost,Avalon Sofa,1
935,228215975,Lost,Alivia Chair,2
935,228215975,Lost,Preston Sofa Bench,1
935,228215975,Lost,Maintenance Fee,1
935,228215975,Lost,Natalia Sofa,1
935,228215975,Lost,Dansa Chair,1
935,228215975,Lost,Imelda Chair,1
935,228215975,Lost,Maintenance Fee,1
935,228215975,Lost,Parker Sofa,1
935,228215975,Lost,Leo Chair,2
935,228215975,Lost,Maintenance Fee,1
935,228215975,Lost,Reya Serpentine Sectional,1
935,228215975,Lost,Maintenance Fee,1
935,228215975,Lost,Lowell Black Grid Backdrop,3
935,228215975,Lost,Emmit Hairpin Table,2
935,228215975,Lost,Maintenance Fee,1
936,165550412,Lost,Honeycomb Backdrop,1
936,165550412,Lost,Octavius Candelabras,2
936,165550412,Lost,Maintenance Fee,1
937,228484208,Contract Signed,Avalon Sofa,2
937,228484208,Contract Signed,Reya Half Circle Sectional,1
937,228484208,Contract Signed,Maintenance Fee,1
937,228484208,Contract Signed,Setup/Teardown Service Fee,6
937,228484208,Contract Signed,Setup/Teardown Service Fee,6
937,228484208,Contract Signed,Cleaning Costs - Removal of Red Wines Stains,1
938,228503342,Contract Signed,Amber Mismatched Goblets,17
938,228503342,Contract Signed,Melina Rug,1
938,228503342,Contract Signed,Turq Rug,1
938,228503342,Contract Signed,Sanela Pillow,3
938,228503342,Contract Signed,Lavada Pillow,3
938,228503342,Contract Signed,Dash Pillow,2
938,228503342,Contract Signed,Milroy Pillow,2
938,228503342,Contract Signed,Audria Pillow,2
938,228503342,Contract Signed,Loretta Pillow,2
938,228503342,Contract Signed,Ariella Pillow,2
938,228503342,Contract Signed,Brisa Pillow,2
938,228503342,Contract Signed,Kemper Pillow Cushion,2
938,228503342,Contract Signed,Belasco Pillow Cushion - Navy,2
938,228503342,Contract Signed,Belasco Pillow Cushion - Cream,2
938,228503342,Contract Signed,Maintenance Fee,1
938,228503342,Contract Signed,Rush Order Fee,1
939,228490272,Lost,Church Pews,12
939,228490272,Lost,Maintenance Fee,1
939,228490272,Lost,Setup/Teardown Service Fee,2
940,228494345,Contract Signed,Divani Settee,1
940,228494345,Contract Signed,Eaton Cocktail Table,3
940,228494345,Contract Signed,Maintenance Fee,1
941,228482069,Lost,60 Inch Round Table,8
941,228482069,Lost,Maintenance Fee,1
942,228512415,Contract Signed,Charleston Farm Table,3
942,228512415,Contract Signed,Vendor Cart,2
942,228512415,Contract Signed,Pablo Barrel Bar,1
942,228512415,Contract Signed,Orchard Crates,4
942,228512415,Contract Signed,Apple Baskets,6
942,228512415,Contract Signed,Wine Crates,6
942,228512415,Contract Signed,Denver Beverage Tub,1
942,228512415,Contract Signed,Mason Drink Dispenser,6
942,228512415,Contract Signed,Rush Order Fee,1
942,228512415,Contract Signed,Maintenance Fee,1
942,228512415,Contract Signed,Carry In/Carry Out Service Fee,4
942,228512415,Contract Signed,Carry In/Carry Out Service Fee,4
943,228463761,Lost,Amari Sofa,1
943,228463761,Lost,Leo Chair,2
943,228463761,Lost,Maintenance Fee,1
943,228463761,Lost,Divani Sofa,1
943,228463761,Lost,Leo Chair,2
943,228463761,Lost,Jace Pillow,2
943,228463761,Lost,Maintenance Fee,1
943,228463761,Lost,Carry In/Carry Out Service Fee,2
943,228463761,Lost,After Hours Fee,1
944,228335233,Lost,Ghost Chair,300
944,228335233,Lost,Carry In/Carry Out Service Fee,12
944,228335233,Lost,Carry In/Carry Out Service Fee,12
945,228472570,Contract Signed,Ezra Arched Panel Backdrop,1
945,228472570,Contract Signed,Theo Sofa,1
945,228472570,Contract Signed,Brugge Coffee Table,1
945,228472570,Contract Signed,Geo Side Table,2
945,228472570,Contract Signed,Finchley Leather Ottoman,1
945,228472570,Contract Signed,Layla Rug,1
945,228472570,Contract Signed,Ewin Round Pillow,1
945,228472570,Contract Signed,Rama Pillow,1
945,228472570,Contract Signed,Galen Pillow Cushion,1
945,228472570,Contract Signed,Totori Marble Tiered Stand,1
945,228472570,Contract Signed,Amalfi Gold Cake Stand,3
945,228472570,Contract Signed,Cleo Cake Stand,1
945,228472570,Contract Signed,Maintenance Fee,1
945,228472570,Contract Signed,Setup/Teardown Service Fee,2
946,228522844,Lost,Vineyard Chair,30
946,228522844,Lost,Vineyard Chair Cushions,30
946,228522844,Lost,Maintenance Fee,1
946,228522844,Lost,Rush Order Fee,1
947,217055888,Lost,Noema Settee,1
947,217055888,Lost,Blush Pink Goblets,188
947,217055888,Lost,Maintenance Fee,1
948,228202524,Lost,Emmit Hairpin Table,5
948,228202524,Lost,Maintenance Fee,1
948,228202524,Lost,Setup/Teardown Service Fee,2
949,183387241,Lost,Vermeer Sofa,1
949,183387241,Lost,Dahlia Chair,2
949,183387241,Lost,Suja Rug,1
949,183387241,Lost,Maintenance Fee,1
950,228470563,Lost,Kelly Settee,1
950,228470563,Lost,Raquel Settee,1
950,228470563,Lost,Juno Side Table,1
950,228470563,Lost,Love Sign on Wood,1
950,228470563,Lost,Maintenance Fee,1
950,228470563,Lost,Carry In/Carry Out Service Fee,2
951,228505710,Lost,Honeycomb Backdrop,1
951,228505710,Lost,Peacock Chair,1
951,228505710,Lost,Maintenance Fee,1
951,228505710,Lost,Setup/Teardown Service Fee,2
952,228334807,Lost,Light Blue Mismatched Goblets,130
952,228334807,Lost,Maintenance Fee,1
953,228213554,Lost,Louis French Chair,30
953,228213554,Lost,Louis Bench,1
953,228213554,Lost,Maintenance Fee,1
953,228213554,Lost,After Hours Fee,1
954,218482408,Lost,Louis French Chair,40
954,218482408,Lost,Vineyard Chair,200
954,218482408,Lost,Vineyard Chair Cushions,200
954,218482408,Lost,Maintenance Fee,1
955,228415958,Contract Signed,Divani Settee,1
955,228415958,Contract Signed,Safa Swivel Barrel Chair,2
955,228415958,Contract Signed,Leila Coffee Table,1
955,228415958,Contract Signed,Maintenance Fee,1
955,228415958,Contract Signed,Carry In/Carry Out Service Fee,2
956,228511152,Lost,Classic Wine Glasses,200
956,228511152,Lost,Maintenance Fee,1
957,222474180,Contract Signed,Swansong Sofa,1
957,222474180,Contract Signed,Rochelle Chair,1
957,222474180,Contract Signed,Franz Chair,1
957,222474180,Contract Signed,Adiago Coffee Table,1
957,222474180,Contract Signed,Skye Rug,1
957,222474180,Contract Signed,Maintenance Fee,1
957,222474180,Contract Signed,Carry In/Carry Out Service Fee,2
958,228260105,Lost,Peacock Chairs,1
958,228260105,Lost,Ceil Chair,20
958,228260105,Lost,Vanderbilt Candelabras,2
958,228260105,Lost,Blush Pink Goblets,20
958,228260105,Lost,Pink China Dinner Plates,20
958,228260105,Lost,Pink China Salad Plates,20
958,228260105,Lost,Pink China Dessert Plates,20
958,228260105,Lost,Maintenance Fee,1
959,228317405,Lost,Kingston Farm Table,8
959,228317405,Lost,Kingston Sweetheart Farm Table,1
959,228317405,Lost,Melina Rug,1
959,228317405,Lost,Bromelia Rug,1
959,228317405,Lost,Turq Rug,1
959,228317405,Lost,Layla Rug,1
959,228317405,Lost,Maintenance Fee,1
960,228500461,Contract Signed,Magnus Backdrop,1
960,228500461,Contract Signed,Charleston Farm Table,3
960,228500461,Contract Signed,Kingston Sweetheart Farm Table,4
960,228500461,Contract Signed,60 Inch Round Table,6
960,228500461,Contract Signed,Saks Table,1
960,228500461,Contract Signed,Louis French Chair,85
960,228500461,Contract Signed,Pearl Settee,1
960,228500461,Contract Signed,Raquel Settee,1
960,228500461,Contract Signed,Helena Chair,2
960,228500461,Contract Signed,Sophie Chair,2
960,228500461,Contract Signed,Gia Coffee Table,2
960,228500461,Contract Signed,Kismet Rug,1
960,228500461,Contract Signed,Odessey Rug,1
960,228500461,Contract Signed,Maintenance Fee,1
960,228500461,Contract Signed,Setup/Teardown Service Fee,2
961,228473028,Lost,Vendor Cart,1
961,228473028,Lost,Vintage Barrels,4
961,228473028,Lost,Maintenance Fee,1
962,228485231,Contract Signed,Charleston Farm Table,1
962,228485231,Contract Signed,Sterling Sofa,1
962,228485231,Contract Signed,Nora Chair,2
962,228485231,Contract Signed,Maintenance Fee,1
962,228485231,Contract Signed,Avalon Sofa,2
962,228485231,Contract Signed,Avianna Sofa,2
962,228485231,Contract Signed,Safiya Chair,2
962,228485231,Contract Signed,Trini Chair,2
962,228485231,Contract Signed,Frida Coffee Table,1
962,228485231,Contract Signed,Walker Coffee Table,1
962,228485231,Contract Signed,Jocelyn Pillow,2
962,228485231,Contract Signed,Maintenance Fee,1
962,228485231,Contract Signed,Charleston Farm Table,2
962,228485231,Contract Signed,Charleston Sweetheart Farm Table,1
962,228485231,Contract Signed,Diaz Settee,1
962,228485231,Contract Signed,Maintenance Fee,1
962,228485231,Contract Signed,Setup/Teardown Service Fee,2
963,228449897,Contract Signed,Emmit Hairpin Table,4
963,228449897,Contract Signed,Vineyard Chair,32
963,228449897,Contract Signed,Light Blue Mismatched Goblets,32
963,228449897,Contract Signed,Lorren Champagne Flute,32
963,228449897,Contract Signed,Blue China Dinner Plates,32
963,228449897,Contract Signed,Blue China Dessert Plates,32
963,228449897,Contract Signed,Medium Brass Candlesticks,5
963,228449897,Contract Signed,Small Brass Candlesticks,5
963,228449897,Contract Signed,Maintenance Fee,1
963,228449897,Contract Signed,Setup/Teardown Service Fee,2
963,228449897,Contract Signed,Cleaning Fee: Brass Candlesticks,4
964,144591352,Lost,Vintage Barrels,3
964,144591352,Lost,Wood Slices,16
964,144591352,Lost,Maintenance Fee,1
965,215516103,Lost,Charleston Farm Table,13
965,215516103,Lost,Vineyard Chair,100
965,215516103,Lost,Maintenance Fee,1
965,215516103,Lost,Church Pews,14
965,215516103,Lost,Louis French Chair,225
965,215516103,Lost,Vineyard Chair,150
965,215516103,Lost,Maintenance Fee,1
965,215516103,Lost,Setup/Teardown Service Fee,2
966,216989228,Lost,Blush Pink Goblets,180
966,216989228,Lost,Maintenance Fee,1
967,219937990,Contract Signed,Kingston Farm Table,4
967,219937990,Contract Signed,Maintenance Fee,1
968,228500491,Contract Signed,Vallens Sectional,1
968,228500491,Contract Signed,Vonnegut Sofa,1
968,228500491,Contract Signed,Johanssen Sofa,1
968,228500491,Contract Signed,Thayer Sofa,1
968,228500491,Contract Signed,Santino Sofa,1
968,228500491,Contract Signed,Santino Settee,1
968,228500491,Contract Signed,Harris Settee,1
968,228500491,Contract Signed,Maintenance Fee,1
968,228500491,Contract Signed,Setup/Teardown Service Fee,2
970,228519325,Lost,Vintage Barrels,6
970,228519325,Lost,Maintenance Fee,1
970,228519325,Lost,Rush Order Fee,1
971,221933102,Lost,Bali Umbrella,1
971,221933102,Lost,Peacock Chairs,1
971,221933102,Lost,Stevie Side Table,1
971,221933102,Lost,Hathaway Rug,1
971,221933102,Lost,Maintenance Fee,1
972,228479224,Contract Signed,Charlene Backdrop,1
972,228479224,Contract Signed,Gabrielle Dresser,1
972,228479224,Contract Signed,Kingston Farm Table,3
972,228479224,Contract Signed,Rosario Chair,2
972,228479224,Contract Signed,Maintenance Fee,1
972,228479224,Contract Signed,Rush Order Fee (Applied to Original Order / Cannot Be Re-Applied),1
972,228479224,Contract Signed,Setup/Teardown Service Fee,2
973,227642932,Contract Signed,Kingston Farm Table,4
973,227642932,Contract Signed,Vineyard Chair,20
973,227642932,Contract Signed,Laga Dinner Plate,20
973,227642932,Contract Signed,Laga Salad Plate,20
973,227642932,Contract Signed,Maintenance Fee,1
974,228441956,Contract Signed,Kelly Settee,1
974,228441956,Contract Signed,Siena Chair,8
974,228441956,Contract Signed,Blush Pink Goblets,8
974,228441956,Contract Signed,Prep/Restock Fees,2
975,228487610,Contract Signed,Mitzi Chair,1
975,228487610,Contract Signed,Mina Chair,1
975,228487610,Contract Signed,Divani Settee,1
975,228487610,Contract Signed,Spiral Candelabra,2
975,228487610,Contract Signed,Giant Gold Pillar Candle Candlesticks,4
975,228487610,Contract Signed,Maintenance Fee,1
975,228487610,Contract Signed,Setup/Teardown Service Fee,6
975,228487610,Contract Signed,Setup/Teardown Service Fee,6
975,228487610,Contract Signed,"The Black Iris Estate and Thomas Catering, Facility Fee",1
976,228463313,Lost,Kelly Settee,1
976,228463313,Lost,Maintenance Fee,1
977,228471364,Lost,Duchess Settee,1
